titel,link,ID,original_ID,content_type,commission,spreker,sprekertekst,datum,question_id,speech_link
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Andy Pieters (N-VA),"Minister, eigenlijk hebt u gezegd dat de administratie nog heel wat werk heeft aan het dossier en dat er dus nog een lange weg af te leggen is. Zoals u zegt, kan een pocketvergister voordelen opleveren, zoals onder andere het verlagen van de CO 2 -uitstoot, maar natuurlijk is er ook een risico, zeker lokaal, dat er door slecht onderhoud of door bepaalde zaken waaraan niet voldaan is, een uitstootstijging is. Ongetwijfeld zult u dat ook lezen in het advies van de WeComV. Bovendien doet het advies van de WeComV een uitspraak over het principe, maar natuurlijk niet over wat de impact is van het installeren van zoiets bij een bedrijf nabij een speciale beschermingszone (SBZ), bijvoorbeeld op het vlak van deposities op die speciale beschermingszones nabij een bepaalde exploitatie. Dat is iets dat toch nader zal moeten worden bekeken. Uiteraard zijn we voorstander van een vlotte en spoedige vergunningverlening, absoluut, maar dat wil natuurlijk niet zeggen dat we een wildcard willen geven aan elke mogelijke installatie, ongeacht alles. Op dat vlak moeten we zeer realistisch zijn. Op dat vlak hoor ik u vooral zeggen dat er nog heel wat werk aan de winkel is. Minister, u duidt ook heel goed dat er hierover nog geen beslissing is van de Vlaamse Regering en dat er nog een bespreking in de schoot van de Vlaamse Regering moet volgen, want het voluntarisme dat ik heb gezien in uw communicatie en hier vandaag weer, staat wel wat in contrast met sommige collega's van u in de Vlaamse Regering. Als ik kijk naar minister Depraetere en haar evaluatierapport van het Vlaams Energie- en Klimaatplan, dan zie ik dat de initiële prognose, met name een sterke stijging van het aantal pocketvergisters, niet meer wordt meegerekend in het laatste evaluatierapport, maar dat die zelfs geschrapt wordt ten aanzien van wat initieel vooropgesteld was. Volgens mij heeft uw collega door dat de realistische weg is dat er zeker de eerste jaren geen gigantische uitrol zal zijn, laat staan dat het vergunningsvrij zou kunnen zijn. Erkent u dat? Hoe reageert u op het feit dat er binnen het Klimaatplan blijkbaar anders wordt omgegaan met de mogelijke voordelen van die pocketvergisters?",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Simon Bekaert (Vooruit),"Minister, we hebben het hier toch ook over bouwwerken die vaak groter zijn dan een huis of dan meerdere huizen? De brave huisvader kan niet zonder vergunning zijn veranda met 5 vierkante meter uitbreiden, maar dit zou dan wel kunnen. Ik denk dat dat niet de goede weg is. Wij zijn uiteraard niet tegen procedures verbeteren en vereenvoudigen, maar het mag ook geen ‘vrijheid, blijheid’ worden, want dan loopt het binnen de kortste keren verkeerd. Ik denk dat we wel dezelfde doelen nastreven en u klinkt in uw antwoord nu toch een stuk genuanceerder dan de citaten die we van u mochten lezen in de gespecialiseerde pers. Het is dan ook spijtig dat u er naar het publiek toe iets anders van gemaakt hebt, waarmee u de milieufederaties op de kast jaagt en de landbouwsector helaas wat hebt wijsgemaakt.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Bart Dochy (cd&v),"Minister, collega's, ik denk dat wij allen er belang bij hebben om te komen tot een robuust systeem voor technieken die beproefd zijn en die al dan niet een beschreven impact hebben op de omgeving, en dat die met een versnelde procedure kunnen worden goedgekeurd, aanvullend op de bestaande milieuvergunning. Dat is vandaag ook de bedoeling van het regeerakkoord, namelijk om met meldingen te kunnen werken, los van de formele procedure van de milieuvergunning. Het gaat natuurlijk niet om cowboyverhalen bij wijze van spreken, maar het gaat over beproefde technieken. Het feit dat die pocketvergisters mee opgenomen waren in het Klimaatplan, betekent dan toch dat ze erkend worden als technieken die vooral op CO 2 - methaanuitstoot een positief effect hebben, want die methaan wordt verbrand en de energie wordt gerecupereerd. Ik denk dat dat absoluut een meerwaarde heeft. Collega Bekaert, wat betreft het stedenbouwkundig aspect zal het u ook niet vreemd zijn dat het Omgevingsvergunningsdecreet ook voorziet in meldingen. Zelfs voor de persoon die een kleine uitbreiding van zijn woning wil, kan er ook tot 400 vierkante meter een melding worden gedaan, los van de formele vergunningsaanvraag. Als we hier spreken over pocketvergisters – het zit ook een beetje vervat in het woord – dan gaat het heus niet om installaties die een veelvoud van een woning als oppervlakte hebben. Dat zijn echt wel heel beperkte installaties, die misschien wel in aanmerking zouden kunnen komen als ze goed geplaatst zijn, want er zijn ook regels voor de meldingsplicht van de omgevingsvergunningsaanvraag met betrekking tot de uitbreiding van woningen. Er zijn in elk geval een aantal regels rond te maken. Ik denk dat we er alle belang bij hebben om te komen tot een systeem waarbij de installaties die goed zijn voor het milieu, die zorgen dat er minder stikstof en minder CO 2 worden uitgestoten en dat het methaan beperkt wordt, versneld kunnen worden geïmplementeerd, natuurlijk onder de voorwaarde dat ze oké zijn, dat ze beproefd zijn. Ik denk dat we vandaag aan het begin staan van een dergelijke oplossing en een mogelijkheid.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Leo Pieters (Vlaams Belang),"Minister, ik denk dat er in het systeem van de pocketvergister inderdaad een serieus terugverdieneffect aanwezig is voor het landbouwbedrijf. En als het terugverdieneffect niet goed zou zijn, zou de landbouwer zelf ook wel in actie schieten. Als het over innovatieve technieken gaat, past de pocketvergister daar dus zeker in. Waarschijnlijk zullen er ook nog verbeteringen aan te pas komen. Zoals de collega aangeeft, hoeft een vergunningsplicht niet direct, maar een meldingsplicht kan natuurlijk ook al veel verheldering brengen.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Lydia Peeters (Open Vld),"Minister, we zien duidelijk dat er nog geen eensgezindheid is over de wijze waarop een landbouwer of een industrieel bedrijf straks een pocketvergister zal kunnen zetten. Gaat het over een vergunning? Gaat het over een melding? Of gaat het over een volledige vrijstelling? Want dat is wat ik ook in de communicatie gehoord heb. Ik vind het alleszins nobel, minister, dat u zo snel mogelijk werk wilt maken van een vereenvoudiging van onze vergunningsprocedures, en dat op tal van vlakken. Maar als het over de pocketvergisters gaat, moet ik de heer Andy Pieters bijtreden. Het gaat immers ook over de locatie van die pocketvergisters. Als het een volledige vrijstelling wordt, hoe gaat men dat dan meten? U zegt zelf dat we dan voorwaarden kunnen opleggen over de ruimtelijke impact, maar dan wordt het weer complexer, denk ik. Als een dergelijke pocketvergister wordt geplaatst in de nabijheid van een woongebied of in de nabijheid van een SBZ-gebied, dan zullen sowieso extra voorwaarden en/of extra maatregelen of zelfs uitsluitingen opgelegd worden. En dat kan natuurlijk niet als het volledig vrijgesteld wordt. Het is dus een nobele doelstelling dat men volop werk wil maken van de vereenvoudiging. Ik hoorde de heer Dochy ook al wat nuanceren om veeleer naar een melding dan naar een volledige vrijstelling te gaan. Alleszins is het werk nog niet af. Ik stel ook duidelijk vast dat er nog geen eensgezindheid is binnen de Vlaamse Regering omtrent de wijze waarop een dergelijke pocketvergister al dan niet vergund of ingepland kan worden. Ik kijk dus uit naar wat de toekomst daaromtrent brengt.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Minister Jo Brouns,"Dank u wel, collega’s. Ik kan u garanderen dat ik – en dat zal u niet verbazen – vanaf dag één ben aangesproken door ondernemend Vlaanderen om alle technologie die ondernemend Vlaanderen ondersteunt in de transitie naar meer duurzaamheid en naar het terugdringen van uitstoot, zo vlot als mogelijk te kunnen vergunnen en de mogelijkheden rond melding en vrijstellingen heel voluntaristisch te bekijken. Natuurlijk moet dat altijd met de toets van de impact op de omgeving en de goede ruimtelijke ordening. Dat zijn logische toetsen die moeten gebeuren, vandaar ook de vraag aan de administratie om dat te doen. Geen vrijheid, blijheid dus, geen wildcard, maar de mogelijkheden bekijken. Dat ik er zelf een enorme voorstander van ben om technologie en technologische innovatie op dat vlak maximaal alle kansen te geven, dat steek ik natuurlijk niet weg. Er wordt vaak naar het onderhoud verwezen, als het over landbouw gaat. Dat is natuurlijk waar, maar dat geldt voor mij voor alle technieken die we gebruiken, in welk bedrijf dan ook, die vergund of gemeld zijn met als doel emissies te reduceren of de impact van de activiteit op de omgeving te beperken. Natuurlijk moeten die goed onderhouden worden. Dat spreekt wat mij betreft voor zich. Als we gaan kijken naar het Vlaams Klimaatplan, zijn dit soort technologieën wat mij betreft voorbeelden van technologische innovaties die, specifiek wat de landbouw betreft, daartoe kunnen bijdragen. In dat opzicht is het ook goed om te wijzen naar het regeerakkoord, waarin we heel expliciet stellen dat we het bestaande vrijstellingenbesluit en het besluit van meldingsplichtige handelingen in functie van onder andere de klimaat- en energietransitie en de beste beschikbare technieken gaan evalueren. Dat past voor mij volledig in dit verhaal, collega’s.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Andy Pieters (N-VA),"Minister, het is niet nodig om het op flessen te trekken. Ik heb in deze commissie niemand horen zeggen dat we tegen innovatie of vereenvoudiging zouden zijn. Dat zou natuurlijk onzin zijn. De evaluatie van de meldingsplicht staat uiteraard in het regeerakkoord, maar in het regeerakkoord staat natuurlijk ook dat we voor een wetenschappelijk onderbouwd beleid gaan. Uw aankondiging staat natuurlijk nog maar in de kinderschoenen. U hebt dat zelf geduid. Er is nog bijzonder veel werk om aan te tonen dat het wetenschappelijk onderbouwd überhaupt mogelijk is om een vergunningsvrijstelling voor een pocketvergister te voorzien. Als u dan in de pers komt zeggen dat, als het van u afhangt, het er zo snel mogelijk komt, dan geeft dat toch wel een vreemde perceptie. Dan is dat de landbouwers toch enigszins blaasjes wijsmaken. Ik denk dat zij geen behoefte hebben aan aankondigingen. Zij hebben het al moeilijk genoeg gehad en staan nog altijd voor die zware stikstofuitdaging. Het lijkt me niet nodig om hen blij te maken met een dode mus. Daar heeft niemand iets aan. We hebben vorige week gezien wat aankondigingspolitiek teweeg kan brengen, ook in de plenaire vergadering. Een ‘Gennez’ke’ doen, dat is voor ons niet nodig, minister.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de aankondigingspolitiek voor een vergunningsvrijstelling voor pocketvergisters in afwijking van het PAS-milieueffectrapport,,,,speech,,Simon Bekaert (Vooruit),"Ik sluit me uiteraard aan bij wat mijn collega net vertelt, minister. En wat betreft de piste van een meldingsplicht in plaats van een vergunningsplicht, hebt u zelf aangehaald dat de locatie ook belangrijk is. Een melding is toch maar een flauw afkooksel van een vergunning. Daarmee gaat men ook voor een stuk het openbaar onderzoek omzeilen of minimaliseren. Buren worden niet aangeschreven en de ambtenarij zal het in vele gevallen ook minder ernstig bekijken. U mag ook niet onderschatten hoe gemeenten soms onderbemand zijn qua gekwalificeerd personeel om zaken te onderzoeken.",dinsdag 25 februari 2025,1874336.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874336
over de reactie van de minister op het auditoriaatsverslag over het tijdelijke PFAS-handelingskader,,,,speech,,Mieke Schauvliege (Groen),"Minister, we hebben hierover in deze commissie al meerdere keren gediscussieerd. Een maand geleden stelde de auditeur van de Raad van State een vernietigend verslag op over het tijdelijk handelingskader van PFAS. Concreet werd de wetenschappelijkheid van de normering in vraag gesteld. De auditeur uitte heel felle kritiek op de manier waarop er aannames zijn gedaan om normen te bepalen die op basis van beschikbare wetgeving en wetenschappelijk onderzoek niet verantwoord konden worden. Minister, u antwoordde op een vorige vraag over dit tijdelijk handelingskader dat u het auditoriaatsverslag grondig zou bestuderen en dat u dan een reactie zou formuleren. Die reactie moet een maand nadat u het auditoriaatsverslag ontvangen hebt, worden overhandigd aan de Raad van State. We zijn intussen een maand verder. Wat zal uw memorie van antwoord op het auditoriaatsverslag inhouden? Welke juridische en/of wetenschappelijke argumenten worden aangebracht ter verdediging van het tijdelijk handelingskader? Overweegt u om het tijdelijk handelingskader bij te sturen en om de normen aan te scherpen? Zal het parlement hierbij worden betrokken?",dinsdag 25 februari 2025,1874693.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874693
over de reactie van de minister op het auditoriaatsverslag over het tijdelijke PFAS-handelingskader,,,,speech,,Minister Jo Brouns,"Collega, de in deze juridische procedure betrokken administraties en de Vlaamse Instelling voor Technologisch Onderzoek (VITO) hebben intussen door hun respectieve raadslieden een laatste memorie met verzoek tot voortzetting van de rechtspleging laten indienen waarin een inhoudelijke repliek werd verleend op het verslag van de auditeur. Uit respect voor het procesverloop en alle bij deze rechtsgang voor de Raad van State betrokken partijen kan ik hier op dit moment niet dieper op ingaan. Dat gezegd zijnde en los van deze specifieke procedure ben ik wel van mening dat het uitvoeren en beoordelen van wetenschappelijk onderzoek in eerste instantie toekomt aan wetenschappelijke experten ter zake. VITO is als Vlaamse Instelling voor Technologisch Onderzoek uitgegroeid tot een Europees toponderzoekscentrum, genoegzaam bekend in Europa en ver daarbuiten, dat wetenschappelijke inzichten omzet in baanbrekende technologische innovaties enerzijds, en beleidsadvies anderzijds. De ook in dit betwiste tijdelijk handelingskader gehanteerde werkwijze komt voort uit beleidsadvies, vertrekkende vanuit de huidige wetenschappelijke kennis, het voorzorgsbeginsel en de bepalingen uit de bodemregelgeving van het Bodemdecreet en het Vlaams reglement betreffende de bodemsanering (VLAREBO). De validiteit en methodologie van de betrokken studies zijn bevestigd door verschillende andere commissies van experten die mede het tijdelijk handelingskader hebben beoordeeld, zoals de Commissie Grondverzet en het team-MER (milieueffectrapport). Collega, ik heb al meerdere keren gezegd dat ik van mening was dat, ten eerste, het tijdelijk handelingskader voor verbetering vatbaar was en, ten tweede, ik ook met het auditoriaatsverslag aan de slag zou gaan om op zoek te gaan naar rechtszekere oplossingen. We zijn het erover eens dat dat nu meer dan ooit nodig is. Ik denk dat dat nu al kan worden geconcludeerd. Ik sluit dus zeker niet uit om het tijdelijk handelingskader bij te sturen of naar andere oplossingen te zoeken. Afhankelijk van de vorm, kan het parlement daarbij worden betrokken. Alleszins ga ik steeds in overleg met de verschillende stakeholders. Het zoeken naar oplossingen zal uiteraard ook gebeuren in heel nauw overleg met de collega’s in de regering. Ik kan nu dus niet vooruitlopen op deze analyse, maar zal in functie van de verworven inzichten een gepast voorstel formuleren.",dinsdag 25 februari 2025,1874693.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874693
over de reactie van de minister op het auditoriaatsverslag over het tijdelijke PFAS-handelingskader,,,,speech,,Mieke Schauvliege (Groen),"Minister, ik onthoud hieruit dat u niet wilt antwoorden op de vraag wat u precies als antwoord hebt gegeven op het auditoriaatsverslag. Ik denk dat dat een afgewerkt stuk is. Ik zal dus misschien via andere kanalen proberen om dat antwoord te verkrijgen, maar soit. Ik kan er alleen maar aan toevoegen dat het verslag van de auditeur heel duidelijk was: het was niet wetenschappelijk genoeg en het ging uit van een aantal aannames die niet klopten. Het moest eigenlijk scherper. Ik hoop dat u dat dan ook in die richting bijstuurt, want het is evident dat dat tijdelijk handelingskader zal moeten worden bijgestuurd. Minister, mijn vraag gaat nu over de tussentijd. Dat betekent nu wel dat er eigenlijk geen handelingskader is waarop erkende bodemdeskundigen zich kunnen baseren, want het staat onder druk. Die erkende bodemdeskundigen moeten nu bij wijze van spreken bijna ter plekke zelf toetsingswaarden voor PFAS uitvinden. Dat wordt ook gezegd. Zij vinden dat ook heel erg. We stellen vast dat de overheid nu geen tussentijdse oplossing aanbiedt. Ondertussen lopen tal van werken verder. Minister, bent u ervan op de hoogte dat op dit moment die erkende bodemdeskundigen aan hun lot zijn overgelaten en daar nu zelf ter plekke normen en toetsingswaarden moeten uitvinden om hun werk te laten doorgaan? Bent u van oordeel dat dat nog lang kan blijven duren? Want zij lopen daar ontzettend veel risico mee en heel wat werken die op die leest geschoeid zijn, staan nu zeer wankel in hun schoenen. Bent u daarvan op de hoogte? Wat zult u daaraan doen? Het lijkt mij immers zeer belangrijk dat u als verantwoordelijk minister hier duidelijke instructies geeft over wat er in afwachting van een definitief handelingskader moet gebeuren.",dinsdag 25 februari 2025,1874693.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874693
over de reactie van de minister op het auditoriaatsverslag over het tijdelijke PFAS-handelingskader,,,,speech,,Minister Jo Brouns,"Nogmaals, het is duidelijk een delicaat dossier. Die memorie is met onze raadsleden in voorbereiding. Of het onvoldoende wetenschappelijk is, zoals wordt gezegd, laat ik aan de wetenschappelijke experten om te beoordelen. Ik kan u wel verzekeren dat het een van de dossiers is die wij dagelijks volgen met de grootste prioriteit, mevrouw Schauvliege, om daar wat mij betreft zo snel als mogelijk duidelijke keuzes in te maken en in een definitieve plooi te leggen. Maar er is een heel groot vertrouwen in de bodemdeskundigen, die op het terrein aan de slag zijn gegaan met de richtlijnen die vandaag al deel waren van dat tijdelijk handelingskader, dat nu stoot op een vernietigend verslag van de auditeur. Zoveel is duidelijk. Ik kan alleen maar zeggen dat wij eraan voortwerken om zo snel als mogelijk met duidelijke oplossingen te komen.",dinsdag 25 februari 2025,1874693.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874693
over de reactie van de minister op het auditoriaatsverslag over het tijdelijke PFAS-handelingskader,,,,speech,,Mieke Schauvliege (Groen),"Minister, het is zeer belangrijk dat er zo snel mogelijk een definitief handelingskader komt, een definitieve normering, waar iedereen mee aan de slag kan, en deze keer een kader dat vertrekt vanuit de gezondheid van mens en omgeving. Ik kan me voorstellen dat u daar heel druk mee bezig bent, maar in afwachting zitten die bodemdeskundigen natuurlijk wel met een probleem. U zegt dat u alle vertrouwen in hen hebt. Ik heb op zich ook wel alle vertrouwen in hen, maar zij hebben op dit ogenblik geen kader waarop ze zich kunnen baseren. U laat hen dus wel in de kou. Ik zou toch wel van u verwachten dat u, in afwachting van een definitief handelingskader, hun richtlijnen geeft hoe ze daar verder mee moeten omgaan, want anders zet u die mensen zelf in de kou en legt u bij wijze van spreken zelf alle mogelijkheden om werken uit te voeren, stil.",dinsdag 25 februari 2025,1874693.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874693
over het actieplan 'Ruimte om te Ondernemen' en de uitbreiding van bedrijventerreinen,,,,speech,,Stijn De Roo (cd&v),"Binnen het kader van de ‘Vlaamse Versnelling’ werken het Agentschap Innoveren en Ondernemen (VLAIO) en het Departement Omgeving aan het actieplan ‘Ruimte om te Ondernemen’. Dit plan heeft als doel om voldoende en kwaliteitsvolle bedrijventerreinen te voorzien, zodat ondernemingen de nodige ruimte krijgen om te groeien en te innoveren. De Vlaamse Regering erkent hiermee de uitdagingen rond het huidige tekort aan beschikbare bedrijfsruimte, dat de economische ontwikkeling dreigt te belemmeren. Naast de creatie van nieuwe bedrijventerreinen wordt er ook ingezet op een efficiëntere benutting van bestaande terreinen en verweving van economische activiteiten met andere functies. Het evenwicht tussen economische ontwikkeling en ruimtelijke ordening vormt, zoals u wel zult weten, een grote uitdaging. De Vlaamse Regering wil daarom niet alleen inzetten op de uitbreiding van bedrijventerreinen, maar ook op een optimalisatie van het bestaande aanbod. Dit kan onder andere door leegstand en onbenutte percelen efficiënter in te zetten en door de bestemmingen van bepaalde gebieden te herbekijken. Minister, op basis van die informatie had ik graag een aantal vragen aan u gesteld. Welke criteria zullen worden gebruikt om nieuwe bedrijventerreinen te ontwikkelen? Worden er specifieke regio’s geïdentificeerd waar de nood aan extra bedrijventerreinen het grootst is? Welke rol zullen lokale besturen spelen in de totstandkoming en uitvoering van dit actieplan?",dinsdag 25 februari 2025,1874848.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874848
over het actieplan 'Ruimte om te Ondernemen' en de uitbreiding van bedrijventerreinen,,,,speech,,,– Mien Van Olmen treedt als voorzitter op.,dinsdag 25 februari 2025,1874848.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874848
over het actieplan 'Ruimte om te Ondernemen' en de uitbreiding van bedrijventerreinen,,,,speech,,Minister Jo Brouns,"Het voorzien van voldoende ruimte om te ondernemen is een essentiële voorwaarde voor de competitiviteit van onze bedrijven. Het is daarom evident dat dit een heel belangrijke plaats krijgt in de Vlaamse productiviteits- en competitiviteitsagenda. Collega De Roo, met uw enthousiasme loopt u wel iets te snel vooruit op het actieplan dat op mijn initiatief zal opgemaakt worden. Aangezien een dergelijk plan nog niet voorhanden was, zijn VLAIO en het Departement Omgeving nog maar net gestart met het treffen van de voorbereidingen voor de opmaak van een actieplan ‘Ruimte om te Ondernemen’, gericht op voldoende kwaliteitsvolle bedrijventerreinen om de groei van onze economie mogelijk te kunnen maken. Zonder te veel voorafnames te doen, kan ik u wel al meegeven dat het voor mij essentieel is dat dit actieplan gealigneerd is met de ruimtelijke visie die we willen vastleggen in het Beleidsplan Ruimte Vlaanderen (BRV), waar we ook volop mee aan de slag zijn. Dat spreekt voor zich. We zetten in op verweving, op een betere benutting van terreinen, maar ook op de bestemming van bijkomende terreinen waar de nood bestaat. Ik overloop de verschillende trappen in het kort. Inzake ruimte voor economie huldig ik het adagium ‘verweven waar het kan, scheiden waar het moet’. Eerst en vooral moet de klemtoon dus liggen op het verweven van werklocaties. Die zijn ook goed voor de levendigheid van kernen. Dat adagium bevat ook ‘scheiden waar het moet’. Sommige activiteiten hebben een hinderlijk karakter waardoor een gescheiden ligging veruit te verkiezen valt. Het spreekt voor zich dat we voor dergelijke activiteiten locaties zoeken op een gepaste ligging. Om ruimte te creëren voor ondernemingen gaan we eerst kijken waar en of er reeds ingenomen ruimte hergebruikt kan worden, door bestaande, misschien wat gedateerde bedrijventerreinen te transformeren naar bedrijventerreinen voor de toekomst, met een duidelijk hoger ruimtelijk rendement dan vandaag. Daarnaast zijn er ook onderbenutte bedrijfsterreinen in Vlaanderen waar we meer zicht op willen krijgen en die we willen activeren, onder meer door ook in dialoog te gaan met de eigenaars. Ook in Vlaanderen kennen we helaas een zekere graad van leegstand. Ik wil met het actieplan de aanpak inzake leegstand effectiever maken dan vandaag. Vervolgens kunnen we ons richten op de bestemde maar niet gerealiseerde bedrijventerreinen. Waarom zijn die niet gerealiseerd? Ofwel kunnen we hindernissen wegnemen, maar desnoods moeten we kijken of we die bedrijventerreinen kunnen verplaatsen naar meer geschikte locaties. De ambities van deze regering inzake productiviteit en de competitiviteitsagenda vergen ook aandacht voor ruimte voor ondernemingen van een voldoende grote schaal. Ten slotte zal het ook noodzakelijk zijn om nieuwe bedrijventerreinen aan te duiden en te ontwikkelen. We beschikken momenteel niet over een Vlaanderendekkende kaart met een objectief overzicht van de vraag naar extra bedrijventerreinen. Zoals gezegd, moet de vraag ook bekeken worden in functie van verweving, hergebruik en activering. Ik kan nu nog niet vooruitlopen op dat actieplan, maar we willen een ernstig en Vlaanderenbreed antwoord bieden aan de maatschappelijke nood om bedrijfsactiviteiten te kunnen aantrekken en vestigen. Het kan zijn dat er verschillende antwoorden komen voor verschillende regio’s, maar het is zeker niet zo dat we er slechts enkele regio’s zullen uitpikken. Het is de bedoeling om op vrij korte termijn – de minister-president sprak over het tweede kwartaal van 2025 – met een actieplan te komen. Maar het opmaken van het actieplan zelf zal nog de makkelijkste stap zijn. In de uitrol van de acties zullen we echter iedereen moeten samenbrengen die een rol heeft in het economisch en in het ruimtelijk beleid in Vlaanderen en dus zeker ook de lokale besturen, maar ook de intercommunales, de provincies, de provinciale ontwikkelingsmaatschappijen, de havenbesturen, de waterwegbeheerders, alle mogelijke betrokken actoren. Maar ook de lokale ondernemersorganisaties en de sectorfederaties zullen betrokken worden. Ik kan alle lokale besturen geruststellen: ook zij zullen betrokken worden bij de uitvoering van het actieplan, en niet zomaar als uitvoerders, maar als volwaardige partners. Het ruimtelijk beleid in Vlaanderen is een interbestuurlijk samenspel en dat zal zo blijven. We gaan alle partners nodig hebben.",dinsdag 25 februari 2025,1874848.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874848
over het actieplan 'Ruimte om te Ondernemen' en de uitbreiding van bedrijventerreinen,,,,speech,,Stijn De Roo (cd&v),"Minister, dank u wel voor uw antwoord. Vergeef me mijn enthousiasme, maar het is natuurlijk een thema dat zeer belangrijk is. Als je kijkt naar onze economie is competitiviteit een van de grootste uitdagingen die we momenteel kennen. Ook ruimte om te ondernemen is daarin een zeer belangrijk thema, maar de ruimte in Vlaanderen is natuurlijk schaars. We zitten op één zakdoek waar we allerlei functies willen combineren. Ruimte voor bedrijventerreinen is er daar een van, maar er zijn natuurlijk ook tal van andere vragen over ruimte. Dat komt hier elke week in deze commissie zeer sterk naar boven. Het is goed dat u op twee sporen loopt, enerzijds om te kijken naar bestaande bedrijventerreinen en om vooral ook te kijken hoe die op een betere manier kunnen worden ingevuld. Misschien zijn er mogelijkheden om bij een aantal brownfields die de komende periode worden aangepakt te kijken of er op korte termijn een aantal quick wins te realiseren zijn op het vlak van bedrijvigheid, van ruimte, van een aantal voorwaarden. Daardoor kan er daar misschien op korte termijn meer bedrijvigheid plaatsvinden. Of er zou misschien nog meer kunnen worden verweven, wat nu nog niet voorzien zou zijn in een aantal plannen. Dat is nog een categorie die we er zeker kunnen bijnemen. Voorts zegt u dat het actieplan opmaken het meest gemakkelijke zal zijn. Daar volg ik u voor een stuk in. Nadien hebt u de lijst vernoemd van iedereen die betrokken zou moeten worden bij de uitrol en bij de uitvoering van zo’n actieplan. Ik denk dat die lijst quasi volledig was. Ik had er ook een aantal genoteerd, maar u had ze bijna allemaal opgesomd. Het is vooral een grote uitdaging om dit op een snel tempo te kunnen realiseren. We weten dat de discussies over ruimte zeer moeilijk liggen. Wanneer het gaat over vergunningen, het herbestemmen of het realiseren van dergelijke bedrijventerreinen, zijn er heel wat discussies, onder andere van actiegroepen. Minister, ik ben misschien te enthousiast. U zegt dat het plan er snel zal komen. Op welke termijn wilt u realisaties zien van het plan voor extra bedrijventerreinen dat er komt?",dinsdag 25 februari 2025,1874848.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1873009/verslag/1874848
