titel,link,ID,original_ID,content_type,commission,spreker,sprekertekst,datum,question_id,speech_link
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Mieke Schauvliege (Groen),"Minister, de hele PFAS-saga en het PFAS-schandaal zijn ontstaan door het feit dat er een veiligheidsberm werd aangelegd, onderhandeld in een geheime clausule, waarbij men de milieuwetgeving met de voeten heeft getreden. Vandaar natuurlijk dat milieuorganisaties en bewoners die lezen dat opnieuw 500.000 ton grond in bermen zal worden ingekapseld, oordelen dat dit haaks staat op wat we na dagen, weken, maanden van discussie in de onderzoekscommissie te weten kwamen en waarover de discussie ging. Ook ik stel u de vraag hoe u dit ooit juridisch zou kunnen verantwoorden. Volgens mij kan dat alleen maar juridisch sluitend worden gemaakt als de hele werf, met omgeving, als stortplaats wordt erkend, bij wijze van spreken. Maar dat lijkt me een heel vreemde oplossing. Ik zie op het eerste gezicht geen oplossing in het realiseren van bermen, maar u mag dat gerust tegenspreken en een andere juridische analyse maken, ik hoor het graag. U zegt dat het tijdelijk handelingskader nog niet van kracht is en dat we er dus geen rekening mee hoeven te houden. Minister, in de feiten baseert elk groot bouwwerk dat bezig is zich op dat tijdelijk handelingskader om de werken op af te stemmen. Dat kan niet anders, het is wat ze moeten doen. Het klopt dat het geen normen heeft, maar het is wel de basis voor bodemsaneringsdeskundigen om de grondverzetsregeling uit te werken. Zeggen dat het nog niet van kracht is en dat u daar eigenlijk helemaal geen rekening mee hoeft te houden, klopt helemaal niet. Ik herhaal mijn vraag: de voorstellen van sanering zijn gebaseerd op de richtlijnen uit het tijdelijk handelingskader. Als het tijdelijk handelingskader op de schop gaat, wat zal er dan met dat traject gebeuren? Zal het dan moeten worden heropgemaakt? Hoe ziet u dat?",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Stijn De Roo (cd&v),"Dank u, collega’s, voor de vraagstelling. We moeten eerst het belangrijkste punt benoemen en dat is dat er in Zwijndrecht wordt afgegraven. Er komt een oplossing voor bewoners die, buiten hun wil om, getroffen zijn door een vervuiling. Er zal namelijk grond worden afgegraven en de tuinen van de mensen zullen in goede staat worden hersteld. De vraag is natuurlijk welke stap er daarna komt. Ik kan veel begrip opbrengen voor beide collega’s, want niemand zit te wachten op met PFAS vervuilde grond. Maar er zit ook niemand te wachten op de verbranding van PFAS-houdende grond, zeker niet in deze volumes. De impact daarvan op het klimaat en dergelijke zou wel eens gigantisch kunnen zijn. Grond en water verbranden wordt hier misschien nogal gemakkelijk uitgesproken, maar het zijn begrippen die tot de verbeelding zouden moeten spreken. Ik kan ook ergens begrip opbrengen voor het vooruitschuiven van oplossingen zoals het opbergen van grond in een sarcofaag, zoals we het in de onderzoekscommissie hebben genoemd, die we dan hermetisch afsluiten tot het moment dat er eventueel wel reinigingstechnieken zijn of we ze kunnen gebruiken als een soort structuurgevend element. Ik begrijp dat die opties worden overwogen. Het belangrijkste is dat we nadenken over een oplossing op de langere termijn en dat, als die oplossing wordt gevonden, ze ook apart en juist wordt vergund, en niet als een stortplaats of dergelijke meer. Het verbranden van 500.000 ton is, denk ik, geen oplossing voor de langere termijn. Maar ook het als open stortplaats beschouwen en er dan niets mee doen, is dat niet. Er zal een evenwicht moeten worden gezocht. Dat evenwicht hoorde ik ook in het antwoord van de minister die aangaf dat elke locatie op zich afzonderlijk zal worden bekeken. En vooral: er wordt werk gemaakt van de opvolging van de bodemsanering die 3M moet doen. Ik heb geen bijkomende vraag maar ik wou dit element in de discussie brengen.",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Marianne Verhaert (Open Vld),"Minister, ik kom hier toch ook even tussen. Ik kon vorige week of twee weken geleden niet bij de discussie zijn, maar ik vind het toch wel frappant dat u dan zegt dat het tijdelijk handelingskader er nog niet is. Ik weet niet of u beseft hoe dat op het terrein gaat. De eerste maanden liep men compleet vast. De kosten schoten de hoogte in en heel wat bouwwerven werken nu verder op het mogelijke tijdelijke handelingskader dat op komst is. Iedere actor, iedere bouwheer en lokale besturen zijn ontzettend bezorgd over zowel de kosten die eraan komen als de kosten die er nu al zijn. Dan vind ik zo'n uitspraak toch een beetje frappant en dan wil ik toch nog eens heel duidelijke vragen stellen. Er zijn in november een aantal zaken gezegd door uw collega De Ridder. De ontwerprapporten van de OVAM zouden er in juni 2025 zijn en een definitief rapport in september 2025. Kunt u bevestigen dat die timing nog steeds wordt aangehouden? Daarnaast werd er ook door uw collega De Ridder gezegd dat er voorstellen tot bijsturingen voor het tijdelijke handelingskader zouden komen door de Vlaamse Instelling voor Technologisch Onderzoek (VITO) en deskundigen in februari. U hebt twee weken geleden gezegd dat u ook rekening houdt met het advies van de auditeur. Ik vraag me af wat daar de stand van zaken is. Wat is de timing? U ging ook kijken naar eventuele quick wins. Wanneer mogen we die verwachten? Het lijkt alsof het besef niet groot genoeg is van de kosten die daarmee gepaard gaan en wat het zal opleveren qua milieukwaliteitswinst. Ik heb heel duidelijke vragen over die ontwerprapporten, de timing en ook over de bijsturing van dat tijdelijke handelingskader en de eventuele quick wins. Wanneer mogen we die verwachten? Er werd gezegd in februari en nu is het advies van de auditeur er, maar het lijkt me toch heel belangrijk voor heel veel sectoren. Ik ben heel benieuwd naar uw antwoord.",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Bart Claes (Vlaams Belang),"Ik bedank de collega's voor het stellen van die vragen en om dit thema blijvend op de agenda van het parlement te zetten. In eerste instantie is het goed dat er nu, ongeveer vier jaar nadat de heisa is losgebarsten, eindelijk zal worden gestart met het afgraven van de tuintjes en dergelijke meer van de getroffen inwoners in Zwijndrecht en omgeving. De vraag is wat we gaan doen of wat 3M moet doen met die afgegraven gronden. De eerste optie, vooral geopperd door collega Schauvliege, is het verbranden van gecontamineerde grond, maar het gaat over 500.000 ton vervuilde grond. Dat is een immense hoeveelheid en de capaciteit daarvoor is er op dit moment niet. Er is dan ook het hergebruik, zoals door sommigen wordt voorgesteld. Maar wat is de opportuniteit daarvan? In dit parlement hebben we heel lang gediscussieerd over de initiële plannen die er waren rond Oosterweel voor het hergebruik van die gecontamineerde gronden. Als we de meest recente Europese regelgeving erop nalezen, dan kunnen we daaruit besluiten dat er toch zeer restrictief wordt omgesprongen met de mogelijkheid om die gronden te hergebruiken. Er is nog geen eensluidende rechtspraak over geweest. We moeten ons enkel op die regelgeving baseren, maar ik denk niet dat er al te veel de mogelijkheid wordt gelaten om die gronden te hergebruiken. De derde en laatste optie is dan om over te gaan tot storten, maar dan is de vraag waar 3M dat kan doen. De huidige stortplaatsen zijn namelijk vol. Ik kijk naar de werken rond Oosterweel zelf waarbij men aanvankelijk gronden wilde storten die zelfs nog niet gecontamineerd waren met PFOS of toch heel weinig gecontamineerd waren. Verschillende milieubewegingen hebben toen rechtszaken aangespannen en de stortplaatsen daarvoor zijn momenteel verdwenen. Minister, wat gaat er nu effectief met die gronden gebeuren? Tot slot heb ik nog een oproep, omdat sommige collega's terecht hebben gezegd dat de bescherming van mens en milieu centraal moet staan. Voor de bescherming van de mens zou ik nog altijd willen pleiten, zoals we in het verleden ook gedaan hebben met onze fractie, zeker bij de minister van Welzijn, toen nog minister Beke, om een grootschalig biomonitoringsonderzoek op te starten, zeker in de omgeving van Zwijndrecht. Momenteel is dat heel beperkt gebleven tot Zwijndrecht, maar er ligt nog een vrij grote stad ten oosten van Zwijndrecht. Het is zelfs mogelijk om daar 3M voor te laten betalen. Het decreet betreffende het preventieve gezondheidsbeleid geeft de mogelijkheid om de mogelijke contaminant daarvoor te laten opdraaien en zelfs preventief te laten betalen. Minister Beke ging daar toen niet op in. Er is nu een nieuwe minister van Welzijn, minister Gennez. Het is dus misschien goed dat de collega’s van Vooruit eens bij haar polsen of dat al dan niet mogelijk is.",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Minister Jo Brouns,"Collega’s, laat het duidelijk zijn dat ik het zeer ernstig neem. Hier werd even gesuggereerd dat dat niet zo zou zijn. Ik heb gezegd dat er geen juridische link is tussen het tijdelijke handelingskader en de bodemsaneringsprojecten, voor alle duidelijkheid. Ten tweede zit je natuurlijk ook met een procedure omtrent dat tijdelijke handelingskader, waarbij er een zeer negatief advies is van de auditeur van de Raad van State, waar we ons op dit moment over buigen. We nemen dat zeer ernstig. Ik heb ook altijd gezegd wat voor mij het kompas is hierin: mens, milieu en welvaart. We moeten verschillende elementen in ogenschouw nemen, wat ik ook bij verschillende mensen hoor. Hoe hoog is de concentratie van PFAS in de desbetreffende grond? Wat is het risico voor mensen en milieu? Het is ook afhankelijk van de locatie. Wat is de ecologische en de milieu-impact van saneringen of verbrandingen? Dat zijn allemaal elementen. Dat zijn complexe afwegingen die we hier moeten maken. Collega Schauvliege zegt op een bepaald ogenblik terecht dat alles als het ware volgeboekt is. We moeten dus op zoek naar alternatieven. Ik denk dat we het daar ook over eens zijn. Ik sluit in dat verband ook niets uit. Maar er zijn strikte condities. Het moet inderdaad vergund kunnen worden. Uiteindelijk moeten alle procedures doorlopen worden. Zaken bij voorbaat uitsluiten, gelet op de complexe afwegingen die gemaakt moeten worden in het dossier, heb ik inderdaad ook niet gedaan. Wat betreft het mogelijk – nogmaals, zeer restrictief en onder strenge voorwaarden – inkapselen of inpakken in bermen: dat niet mogen bestuderen, is wat mij betreft ook een brug te ver. Ik denk wel dat we dat moeten durven te bestuderen, want we zijn het er ook over eens dat we niet alles in heel Vlaanderen kunnen afgraven en al die gronden kunnen verbranden of storten. Er zijn ook nog vragen gesteld over de timing. We zijn ermee bezig, collega, om daar zo snel als mogelijk een antwoord op te bieden.",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Hannes Anaf (Vooruit),"We zijn het hopelijk allemaal eens dat de gezondheid van de mensen daar in de omgeving beschermd moet worden en dat we daar het best zo snel mogelijk mee starten, maar wel op een manier die de gezondheidsrisico’s ook voor de toekomst niet nog groter maakt of laat bestaan. En uiteraard moet het ook op een manier die juridisch sluitend is, zodat de patstelling waar we al een aantal jaren in zitten, doorbroken wordt. Als er nu naar alternatieven wordt gekeken die dan uiteindelijk de juridische toets niet kunnen doorstaan, dan zitten we helemaal met een gigantisch probleem. Wordt dus ongetwijfeld vervolgd.",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de verwerking van met PFOS vervuilde gronden in het Oosterweelproject,,,,speech,,Mieke Schauvliege (Groen),"Wordt ongetwijfeld vervolgd, minister. Het klopt dat we moeten zorgen voor een juridisch robuuste oplossing, maar we moeten vooral de gezondheid van de buurtbewoners daarin vooropstellen. Alles wat we hier bediscussiëren, is het gevolg van een jarenlange vervuiling, een te laks milieubeleid, en productie van PFAS die schadelijk zijn voor onze gezondheid. De enige echte oplossing blijft dus de PFAS-kraan dichtdraaien. We weten dat 3M gestopt is met het produceren van PFAS, maar het gebruik van PFAS-houdende producten blijft wel. Ik stel dus nogmaals de vraag om er op Europees niveau maximaal voor te strijden om de PFAS-productie te stoppen en om hier in Vlaanderen het PFAS-gebruik te verbieden.",dinsdag 18 februari 2025,1870812.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870812
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Mieke Schauvliege (Groen),"Minister, op 27 december 2024 hebt u een omgevingsvergunning verleend voor de exploitatie en de uitbreiding van de afvalverbrandingsinstallatie van de Intercommunale voor Slib- en Vuilverwijdering van Antwerpse Gemeenten (ISVAG) in Wilrijk-Aartselaar. Uit diverse hoeken, waaronder de bewonersvereniging De Pijp Uit 2.0, is zware kritiek gekomen op de wettigheid van deze beslissing en de impact ervan op milieu en gezondheid. Op juridisch vlak stellen zij het volgende: de Raad voor Vergunningsbetwistingen (RvVb) vernietigde op 29 augustus 2024 het ministerieel besluit van 4 november 2022 betreffende de vergunning van ISVAG. Dat arrest stelde dat de eerdere vergunning uit het rechtsverkeer was verdwenen, waardoor lopende procedures tot omzetting of uitbreiding zonder voorwerp waren. Het Vlaamse Gewest tekende een cassatieberoep aan tegen het arrest van de Raad voor Vergunningsbetwistingen. Daardoor komt een eventuele herstelprocedure on hold te staan in afwachting van een uitspraak van de Raad van State. Een cassatieberoep schorst namelijk de termijn van een nieuwe beslissing inzake het administratief beroep voor de duurtijd van de cassatieprocedure. Dat staat duidelijk te lezen op de website van het Departement Omgeving: “Tegen een beslissing van de Raad voor Vergunningsbetwistingen kan er beroep aangetekend worden bij de Raad van State. Door dit beroep wordt de termijn om een nieuwe beslissing te nemen geschorst.” De beslissing om in dat geval toch een vergunning te geven zou dus ingaan tegen de wet. Niettemin werd op 27 december 2024 een nieuwe vergunning verleend, ondanks het lopende cassatieberoep van het Vlaamse Gewest bij de Raad van State. Naast de juridische bezwaren waren er ook een aantal milieu- en gezondheidsbezwaren. Ondanks de beleidsdoelstelling om de afvalverbranding in Vlaanderen gefaseerd af te bouwen, wordt de exploitatie verlengd tot 2034. Er zijn ook bezwaren over de uitstoot van schadelijke stoffen, zoals PFAS, naar de lucht. Er werden ook specifieke emissienormen voor PFAS opgelegd, maar de emissiewaarden werden niet getoetst aan de recent gepubliceerde normen voor immissies en deposities van PFAS. In de omgevingsvergunning lezen we: “Rekening houdende met deze elementen worden de hoogst gemeten waarden op een van de twee lijnen gebruikt voor het bepalen van jaargemiddelde emissiegrenswaarden. Voor de som van de vier EFSA-PFAS (European Food Safety Authority) is dat maximaal 25 nanogram per kubieke meter en voor alle meetbare PFAS is dat maximaal 255 nanogram per kubieke meter. Deze waarden worden als jaargemiddelde waarden opgelegd.” In dat kader stel ik volgende vragen, minister: hoe verantwoordt u de beslissing om een omgevingsvergunning toe te kennen, terwijl het arrest van de Raad voor Vergunningsbetwistingen de voorgaande vergunning heeft vernietigd en er een lopend cassatieberoep is? Waarom werd er geen rekening gehouden met de juridische excepties van de bezwaarmakers, die stellen dat de procedure zonder voorwerp is? Hoe rijmt deze vergunning met de Vlaamse doelstelling om afvalverbranding af te bouwen? Is het nodig om de specifieke emissienormen van PFAS aan te passen aan de nieuwe toetsingswaarden voor PFAS in de lucht en depositie? Zijn er, gelet op de substantiële bezwaren uit de publieke consultatie, waarbij er 726 bezwaren in Aartselaar en dertien in Antwerpen werden ingediend, bijkomende maatregelen voorzien?",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Minister Jo Brouns,"Misschien vooreerst: u haalt een aantal zaken door elkaar, minstens twee zaken. U stelt dat het Vlaamse Gewest cassatieberoep heeft aangetekend tegen het arrest van de Raad voor Vergunningsbetwistingen waarbij de voorgaande vergunning werd vernietigd, en koppelt daaraan dan het gevolg dat ik daardoor geen nieuwe vergunningsbeslissing had mogen nemen. Dat klopt niet. In essentie komt het neer op het volgende: normaal beschikte ik over een termijn van drie maanden na het arrest van de Raad voor Vergunningsbetwistingen om een nieuwe beslissing te nemen. Door het aantekenen van het cassatieberoep bij de Raad van State werd die termijn echter geschorst. Met andere woorden: de termijn van drie maanden stopte met lopen op de dag dat het cassatieberoep werd aangetekend en begint pas weer te lopen op de dag dat de Raad van State zich heeft uitgesproken. Simpel gezegd komt het erop neer dat ik, als gevolg van het cassatieberoep, beschikte over een langere termijn om opnieuw te beslissen. Ik sta uiteraard volledig achter de beslissing van 27 december vorig jaar. Het leek mij overigens ook aangewezen, vanwege de duidelijkheid en rechtszekerheid, om ook niet te talmen en snel een nieuwe, goed onderbouwde vergunningsbeslissing te nemen. Dat alles werd ook duidelijk uitgelegd in de vergunningsbeslissing zelf en het bezwaar van de advocaat van de buurtbewoners werd ook op dat punt heel duidelijk beantwoord. Wat betreft uw andere vragen die betrekking hebben op de vergunningsbeslissing zelf, de bezwaren, de juridische overwegingen en dergelijke, denk ik niet dat deze commissie dient om individuele vergunningsbeslissingen te beoordelen, aan te vechten of te verdedigen. De motivering voor die bestreden beslissing vindt u integraal in de beslissing zelf. Ik kan en mag hier ook niets aan toevoegen. Het is nu aan de Raad voor Vergunningsbetwistingen om daarover te oordelen. Wat betreft uw vraag over het afbouwen van afvalverbranding, heb ik ook het gevoel dat u hier de zaken omdraait. Vlaanderen streeft naar een evenwicht tussen het aanbod van niet-recycleerbaar, brandbaar restafval en de beschikbare verbrandingscapaciteit. Het leidend principe daarbij is dat de afbouw van verbrandingscapaciteit volgt op de effectieve afbouw van het aanbod van brandbaar afval. Het Lokaal Materialenplan (LMP) voorziet in een reductie van het aanbod brandbaar afval met circa 500 kiloton tegen 2030. De Openbare Vlaamse Afvalstoffenmaatschappij (OVAM) zet onverminderd in op de realisatie van de acties uit dat plan, zodat deze doelstelling gerealiseerd kan worden. Daaropvolgend – ik benadruk: daaropvolgend – wordt dan de verbrandingscapaciteit proportioneel afgebouwd, maar dus alles in de juiste volgorde. Mijn beleidsnota daarover is ook duidelijk: “Hiervoor werken we voor en in overleg met de sector een afwegingskader met criteria uit, dat de nodige inzichten verschaft om te beslissen over afbouw of verdere investeringen. Vanuit haar regierol zal de OVAM afvalintercommunales toeleiden naar en begeleiden bij sluiting, omvorming en vervanging van verouderde verbrandingsinstallaties.” De OVAM werkt momenteel aan een evaluatie van de Vlaamse afvalverbrandingscapaciteit om te bepalen welke installaties voldoende toekomstbestendig zijn voor de periode na 2030, met het oog op minimale milieu-impact, maximaal energetisch rendement en gericht op klimaatneutrale uitbating op de lange termijn. Ik kom tot uw vraag over de luchtemissies. Op basis van de emissiemetingen die werden uitgevoerd door VITO in opdracht van ISVAG werd door ARCHE Consulting en een expert een opinie opgesteld waarbij de impact van de gemeten emissiewaarden op de omgeving werd gemodelleerd. Zowel de gemodelleerde luchtconcentraties als de depositiewaarden liggen ruim onder de toetsingswaarden. Een bijstelling van de emissiegrenswaarde is dus niet nodig.",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Mieke Schauvliege (Groen),"Minister, afvalverbrandingsovens worden niet gebouwd voor vijf jaar. Zodra die er staan, staan ze er twintig of dertig jaar. Als u dus een vergunning voor een afvalverbrandingsoven verleent, dan zult u een bepaalde capaciteit afvalverbranding toelaten voor de komende dertig jaar. Er is een doelstelling om tegen 2030 naar een reductie van 500 kiloton te gaan. U zegt dat de afvalverbrandingscapaciteit dan uiteindelijk ook moet verminderen en dat dat daarop volgt. Maar, minister, u begrijpt toch wel dat, als u nu een vergunning voor ISVAG verleent, u daarmee een afvalverbrandingscapaciteit in stand houdt. Dat betekent dan ook dat u elders afvalverbrandingscapaciteit zult moeten verminderen, tenminste als u de doelstelling van 2030 wilt halen. Minister, u geeft hier nu aan dat de OVAM een afwegingskader opstelt. Dat is exact het antwoord dat ik de afgelopen legislatuur telkens kreeg als er vragen werd gesteld over afvalverbranding. Elke legislatuur moeten er afvalverbrandingsovens worden vergund en moet dat worden afgewogen ten opzichte van de zin of onzin om zoveel afvalverbrandingscapaciteit in leven te houden. Minister, mijn vraag is dan ook heel concreet: wanneer komt de visie van de OVAM en de basis waarop afvalverbrandingscapaciteit zou moeten worden vergund, hier in deze commissie?",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Sanne Van Looy (N-VA),"Dank u wel voor de vraag. Ik ben het er helemaal mee eens dat we moeten streven naar een lagere uitstoot. Maar zolang er afval is, hebben we natuurlijk ook ovens nodig. Het heeft heel wat voeten in de aarde gehad om iedereen aan boord te krijgen. Maar vorig jaar in juli werd er eindelijk een convenant gesloten tussen de Intercommunale Grondbeleid en Expansie Antwerpen (IGEAN), de Stad Antwerpen, ISVAG, Aartselaar en Bond Beter Leefmilieu. Daarin werd de afspraak gemaakt dat een nieuwe vergunning kan worden afgeleverd voor tien jaar. Mevrouw Schauvliege, u spreekt over een vergunning van twintig tot dertig jaar, maar deze nieuwe vergunning zou tien jaar gelden. Na een lange impasse werd de strijdbijl begraven en schaarden de belangrijkste partijen zich achter een constructieve oplossing. Voor zover de aanvraag in lijn is met die convenant – en ik denk dat dat ook zo is – denk ik dat we vooral die oplossing moeten ondersteunen. Het laatste dat we willen voor het milieu, mevrouw Schauvliege, is dat we afhankelijk worden van buitenlandse verwerkers, omdat we zelf te weinig capaciteit hebben. Dat zou pas echt slecht zijn voor ons milieu. Bovendien is ISVAG ook de eerste en bij mijn weten enige intercommunale die metingen naar PFAS uitvoert. Daar heeft bijvoorbeeld de Intercommunale voor Afvalbeheer in Gent en Omstreken (IVAGO), waarvan uw partijgenoot voorzitter was, mevrouw Schauvliege, in de vorige legislatuur geen enkel initiatief in genomen. Minister, is er zicht op andere PFAS-metingen bij de andere verbrandingsovens?",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Stijn De Roo (cd&v),"Voorzitter, ik was eerst niet van plan om tussen te komen, maar wil dat nu toch even doen. Collega Schauvliege, u spreekt steevast over afvalverbrandingsovens, maar in het jargon gaat het natuurlijk vaak over afvalenergiecentrales. Het gaat niet over het louter verbranden van afval, maar ook over energierecuperatie. Ik zag op sociale media passeren dat u ook naar de afvalenergiecentrale van IVAGO in Gent bent gegaan. U zult daar hebben gezien dat er eigenlijk heel wat investeringen nodig zijn om onder andere rookgassen te reinigen en een aantal stoffen die we niet in de lucht willen injecteren, eruit te halen. Voor het verlenen van een vergunning is een bepaalde periode nodig waarop investeringen een terugverdieneffect kunnen kennen. Als we van bedrijven vragen dat ze investeren in milieuvriendelijke technieken, dan moet daar ook een zekere rechtszekerheid tegenover staan. Zomaar vergunnen voor een korte periode – ik weet niet of u daarop aanstuurde, maar het leek wel zo –, dat kunnen we ons niet permitteren. Minister, ik ben ook wel benieuwd. U zei dat de OVAM bezig is met de oefening van wat er met onze afvalverbranding zal gebeuren na 2030. We hebben een aantal projecties als we kijken naar het aantal kilo’s huishoudelijk afval per persoon, maar we hebben de komende jaren ook een groeiende bevolkingspopulatie. Dat verzoenen in een verbrandingscapaciteit die over Vlaanderen kan worden verdeeld, wordt een hele uitdaging. Wat is de timing van die inzichten van de OVAM? Wanneer mogen we die studie precies verwachten?",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Minister Jo Brouns,"Dank u wel voor de bijkomende vragen, collega’s. De vergunning voor de ISVAG-verbrandingsoven waarover wordt gesproken, is geldig voor tien jaar, niet voor dertig jaar. Dat is ook in overeenstemming met ISVAG, de Bond Beter Leefmilieu, Antwerpen en de gemeente Aartselaar. Collega Van Looy, ik moet het antwoord nagaan op uw specifieke vraag over PFAS. Dat heb ik hier niet bij me. In de periode 2032-2034 komt er een scharniermoment waarin 75 procent van de huidige afvalverbrandingscapaciteit in Vlaanderen opnieuw ter vergunning voorligt. De evaluatie van de afvalverbrandingscapaciteit wordt gemaakt door de OVAM, ter voorbereiding van dat scharniermoment. Het is de bedoeling om tegen de periode 2032-2034 keuzes te maken over de verbrandingsinstallaties op basis van het kader dat we voorbereiden. Het is een bottom-upbenadering om oude installaties te sluiten en te investeren in toekomstbestendige installaties. De OVAM gaat dat ook faciliteren, maar we gaan dat in eerste instantie niet top-down opleggen.",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
over de omgevingsvergunning voor de ISVAG-verbrandingsoven,,,,speech,,Mieke Schauvliege (Groen),"Minister, het is me onduidelijk wanneer de OVAM juist met dat kader zal komen. Het is heel belangrijk, niet alleen voor ISVAG, maar ook voor andere afvalverbrandingsovens – afvalverbrandingsovens die nog moeten worden vergund of hergund – is het toch essentieel om daar snel mee te komen. De afwegingen worden al jarenlang gemaakt, maar er moeten een aantal essentiële knopen worden doorgehakt in het belang van al die afvalverbrandingsovens. Om te investeren in de lange termijn, is het belangrijk dat Vlaanderen een kader aanreikt, zodat iedereen weet waar hij aan toe is.",dinsdag 18 februari 2025,1870955.0,https://www.vlaamsparlement.be//nl/parlementair-werk/commissies/commissievergaderingen/1868134/verslag/1870955
